,ABS,ACD,AJA,ALA,ALE,ALI,ALL,ALM,AMI,AND,ANG,ANJ,ANN,ANS,APP,ARA,ARI,ARL,ARN,AST,ATH,ATI,AXE,BAB,BAC,BAI,BAK,BAN,BAQ,BAU,BCD,BEA,BEC,BEE,BEM,BEN,BIA,BIE,BIL,BJA,BJL,BJO,BLO,BLP,BND,BNN,BNO,BOA,BOG,BON,BOO,BOR,BOS,BOV,BOW,BRA,BRF,BRH,BRI,BRO,BRR,BRU,BRW,BRZ,BSH,BUC,BUF,BUN,BUT,CAB,CAC,CAI,CAL,CAN,CAO,CCD,CEA,CEL,CER,CES,CHA,CHO,CHP,CHY,CIL,CLA,CLE,CLI,CLL,CLO,CLV,CLY,CNA,CNC,CNT,COA,COC,COI,COO,COR,COS,CPP,CRB,CRI,CRP,CRR,CRT,CTE,CTO,CTR,CUB,CWD,DAB,DAI,DAL,DAM,DAV,DBD,DEL,DEN,DEP,DES,DET,DEV,DGG,DID,DIN,DIR,DNK,DOK,DOL,DOO,DOR,DRA,DRO,DSK,DSV,DUB,DUN,EEM,ELA,ELL,ELM,EMI,EMU,ERI,ESK,ESP,EST,EUR,EWE,EXP,FAC,FAJ,FID,FIO,FKS,FLP,FOG,FOR,FRA,FRF,FRY,FRZ,FUL,FUN,FUS,GAR,GEN,GIA,GIN,GIR,GIS,GLE,GMP,GNL,GNT,GOR,GRE,GRO,GUA,GUI,GUS,GVY,HAM,HAN,HAS,HAV,HAZ,HEA,HEN,HFF,HIP,HIR,HLI,HLM,HMT,HNF,HOD,HOG,HOK,HON,HOP,HPS,HZP,ICE,IGO,INS,ISA,ITA,IVA,JAC,JAZ,JEF,JEN,JES,JIM,JMS,JOB,JOC,JOE,JOI,JON,JOU,JUC,JUF,JUL,JUM,JUP,JUS,KAD,KAH,KAI,KAM,KAN,KAS,KAZ,KEN,KER,KIN,KLA,KLI,KMO,KNB,KNU,KOA,KON,KRA,KRU,KYR,LAR,LAS,LAT,LAU,LEA,LEC,LEM,LEN,LGT,LIE,LIH,LIL,LIM,LIS,LIZ,LMC,LMM,LOI,LOL,LOO,LUA,LUK,LUY,LYN,MAA,MAC,MAE,MAJ,MAK,MAL,MAN,MAO,MAR,MAV,MAY,MCA,MEN,MER,MHA,MIA,MIC,MIH,MIL,MIT,MIU,MLD,MLT,MNK,MOE,MOI,MOJ,MON,MOO,MOS,MOT,MOY,MRK,MSH,MTH,MTR,MTY,MUF,MYO,MYS,NAS,NAT,NED,NEE,NEI,NEL,NIR,NOF,NOT,OAK,OBE,OLE,OPH,ORA,ORE,OSM,OSP,OTH,OTT,OUC,OUZ,OVE,PAM,PAN,PAR,PAS,PAT,PAU,PEA,PEC,PEY,PGN,PHI,PIA,PIC,PIM,PIN,PIR,PJA,PML,PNA,PNN,POB,POE,POI,POO,POR,POT,POW,POX,PRC,PRK,PTA,PUA,PUM,PUN,PUT,RAD,RAP,RAT,RBY,RDA,RED,REE,REG,REX,RGN,RHY,RIO,RIS,RIT,RJA,RLF,ROB,ROG,RON,ROO,RTR,RYM,SAL,SAM,SAN,SAS,SAW,SCH,SCO,SCT,SDR,SHA,SHE,SHI,SHK,SHO,SHR,SHU,SHW,SIL,SIM,SKE,SKT,SKU,SLM,SLO,SMO,SMU,SNR,SOM,SOT,SOU,SPI,SPL,SPO,SPR,SPU,SPY,SPZ,SRT,SSA,STA,STG,STI,STN,STO,STR,STU,SUN,SUS,SYR,TAM,TAP,TAR,TAS,TEC,TEQ,THM,THO,TIA,TIC,TIG,TIM,TIN,TIO,TIZ,TOB,TOD,TOK,TOM,TON,TOP,TOR,TOY,TRE,TRI,TRN,TRO,TUK,TUN,TUR,TWI,TYS,UMI,UTA,UTP,UWE,VAL,VAS,VEA,VEN,VIO,VIR,VIT,VLA,VOL,WAA,WAL,WHI,WHS,WIL,WIM,WIN,WIT,WOB,WOO,YAB,YAL,ZAR,ZAZ,ZED,ZEN,ZEU,ZOR
ABS,1.167853576,0.736784899,0.673897317,0.703964632,0.396279851,0.603940119,0.001424468,0.334671843,0.176988258,0.384754643,0,0.240737734,0.448403911,0.380270647,0.211310735,0.530680797,0.059155252,0.157590064,0.068158196,0.004801508,0.577063417,0.660481222,0.025509571,0.062859452,0.424167755,0.587295151,0.137757092,0.003039756,0,0.000500018,0.464977868,0.537565339,0.488584118,0.009158689,0.294243454,0.493018972,0,0.132179374,0.490959331,0.606133263,0.538794046,0.130327732,0.440356745,0.643060459,0.406816245,0.054078081,0.761229044,0.002325366,0.493286253,0.320256086,0.02205792,0.026265469,0.008908201,0.3223952,0.003371989,0.113437411,0.642800395,0.409817656,0.041617532,0.012016389,0.01321568,0.103358367,0.061368811,0.351402589,0.097627639,0.594993195,0,0.272431807,0.546740534,0.447689558,0.003896022,0.38537386,0.038075681,0.68481761,0.109586494,0.026870684,0.070131876,0.911660455,0.250138147,0.043328156,0.217499596,0.397069454,0.006750965,0,0.605454286,0.001022333,0.009898398,0.352380287,0,0.09036285,0,0.117067058,0.517606524,0.077822167,0.326304133,0.473709895,0.940795981,0.736954825,0.001550469,0.345307708,0.025503248,0,0.253270237,0.237648426,0.198466241,0.020956769,0.481734662,0.000256734,0.033742444,0.020165907,0.373189834,0.334718336,0.352846876,0.534950586,0.037846065,0.138000082,0.026460948,9.05E-08,0.511125377,0.086932253,1.087674718,0.014708335,2.68E-05,0.076828407,0.165599957,0.025902046,0.426899359,0.003557186,0.017530173,0.530273375,0.387701135,0.30986689,0.354957077,0.380628598,0.020365569,0.2829461,0,0.260787037,0.022723927,0.007800246,0.302784294,0,0.002108612,0,0.479364574,0,0.003980164,0.000137163,0.349568758,0.158861562,0.032154863,0.188196317,0.397069454,0.562527781,0.538969425,0.653431786,0.395099509,0.022846415,0.274328395,0.141768316,0.40109447,0.303250357,0.004230678,0.065512868,0.511733491,0.654348248,0.258433748,0.327401338,0.101053599,0.075737213,0.469400691,0,0.135202259,0.649389496,0.568752282,0.085508599,0.011818316,0,0.077607035,0.433106645,0.26126426,0.451725522,0.0018076,0.052939904,0.814604536,0.383171805,0.378287522,0.477207161,0.416979428,0.651185942,0.196912276,0.091322928,0.282958285,0.265193872,0.043387482,0.251008999,0.271271084,0.569885979,0.567777139,0.292961141,0,0.007760953,0.305405371,0.044542823,0.000473514,0.455162472,0.498297697,0.001855156,0.628909163,0.531394548,0.677876683,0.039797278,0,0.590385898,0.176327222,0,0.360183519,0,0.199071678,0.906244999,0.288631909,0.223993664,0.94081365,0.004548918,0.138212168,0.157480817,0.060716695,0.248685986,0.365473088,0.714091117,0.800218476,0.450021657,9.22E-05,0.146423212,0.311121858,0.114126457,0.250754161,0.73852148,0,0.651353579,0,0.437140718,0,0.352107631,0.074371833,0.291143607,0.466531554,0.220106474,0.157809625,0.200140357,0.509682639,0.574549919,0,0.484558728,0.001479784,0.365250179,0.56993515,0.144207094,0.054920697,0.667395013,0,0.05027878,0.629761785,0.048987797,0.397863731,0,0.007941224,0.419951947,0.015492583,0.431437858,0.495196164,0.174966219,0.122934794,0.459749335,1.05691939,0,0.471181829,0.715255035,0.772186738,0.492914891,0.483440222,0.047089954,0.147300961,0.712692276,0.104268163,0.283953829,0.01183648,0.545490028,0.665001526,0.396857618,0.838777937,0,0,0.312468376,0.347429992,0.10004025,0.009352647,0.551868124,1.045340056,0.605173798,0.704490474,0.125947004,0.001945457,0.050677195,0.404172853,0.049040985,0.008416077,0.094603383,0,0.270234304,0.562846905,0.129740174,0.21636837,0.857368868,0.002337661,0.654982016,0.339031665,0.006476879,0.736466568,0.319602176,0.824651909,0.279297707,0.460106214,0.615171378,0.00169467,0.092092101,0.020753257,0,0.085423227,0.023580316,0.223018059,0,0,0.096716714,0.233164409,0.007622623,0.055455278,0.699338816,0.072475376,0.325737651,0.830680791,0,0.003272992,1.08E-05,0.631001662,0.526075052,0.5488553,0.078245438,0.11654148,0,0.415216275,0.254469766,0.4016078,0.181238101,0.146007506,0.037274561,0.070822368,0.001829927,0.522450751,0.326795192,0.574267854,0,0.085319388,0.310514119,2.42E-06,0.00166737,0.015401104,0.019745659,0.060393008,0.477983823,0.063526319,0.192202202,0.001369634,0.49474557,0.51932306,0.834264669,0.269439767,0.111705294,0,0.035600582,0.00993945,0.110453166,0.529790703,0.336973616,0.811903597,0.22737816,0.670933821,0,0.616027497,0.569057205,0.131089376,0,0.000772282,0.442368093,0.40116251,0.012455692,0.055153515,0.230894355,0.077988203,0.576579756,0.614052666,0.093104371,0.358551473,0.229283793,0.516561766,4.69E-06,0.429855387,0.012719364,0,0.400831187,0.71850169,0.152977213,0.00603258,0.768917575,0.10801674,0.087181071,0.000263739,0.171432542,0.682487525,0.175846462,0.071403381,0.460106214,0,0.651537585,0.018734767,0.447589628,0.55303624,0.395591545,0.071530786,0.002613665,0.367465327,0.32916535,0.793297468,0.206147676,0.001772024,0.649934371,0.397069454,0.370434519,0.645124642,0.469815705,0.436978023,0.702628486,0.182105078,0.642051249,0.374211543,0.402675365,0.446274195,0.515876016,0.1645059,0,0,0.438626527,0.173104455,0.107973817,0.554231507,0.185407181,0.26672851,0.068599818,0.502684273,0.403274967,0.095005227,0.214747272,0,0.038856617,0.035479547,1.007488063,0.989042633,0.142992881,0.676523853,0.701666108,0.414062465,0.482930206,0,0.500816722,0.196993442,0,0.369709476,0,0.007462065,0.086166104,0.560356965,0.072660257,0.358351286,0.238966126,0.016417507,0.755043241,0.921301868,0.375662902,0.337066397,0.202598345,0.257303387,0.233272245,0.115610527,0.261450987,0.518131802,0.827266236,0,0.713488342,0.459178086,0.46883207,0.101412644,0.398154593,0.189856306,0.465255434,0.746106272
ACD,0.736784899,1.46496691,0.346195866,1.300838889,0.564740713,0.943255146,0.006066552,0.266299793,0.118726817,0.424193232,0,0.141291938,0.478785078,0.204999404,0.351924431,0.459619361,0.03873553,0.038462658,0.036931369,0.002799803,0.479720533,0.613029763,1.00E-06,0.027829263,0.184672365,0.359433597,0.046562218,0,0,2.56E-06,0.25848253,0.755632625,0.494564781,0.001759537,0.598705354,0.301221981,0,0.061061628,0.80032884,0.263571236,0.661698373,0.052069041,0.842111049,0.92752544,0.250458127,0.011215171,0.448830936,0,0.338478566,0.592647006,0.005353501,0.02149996,0,0.157253942,0.002683721,0.064802295,0.795794841,0.18002205,0.007378885,4.51E-05,0.007985044,0.052842284,0.069654278,0.178777783,0.018888197,0.774842312,0,0.052126563,0.810338221,0.28146117,0.002436429,0.593860637,0.001573863,0.349927898,0.063830497,0.003399475,0.102096261,0.687274726,0.281036823,0.006470388,0.45706889,0.185153411,0.004161398,0,0.907413929,0.000501343,0,0.192947165,0,0.077906166,0,0.264798352,0.485432113,0.026490946,0.22650347,0.692955951,0.467975431,0.861946673,0.00098553,0.51613654,0.015285241,0,0.1652152,0.094227178,0.554405304,0.012638217,0.303116871,0.001739164,0.012397629,0.00024632,0.271294291,0.119542676,0.417502384,0.418448108,0.003002919,0.048971428,0.000137107,0,1.114159881,0.044807495,0.679630376,0.008889571,0,0.040214027,0.066642333,0.006999781,0.478594138,0.003611742,0.002102735,0.670447753,0.326977164,0.343314623,0.429489086,0.5723469,0.012145739,0.562512076,0,0.426554766,0.002157249,0.000132727,0.152784589,0,6.87E-05,0,0.295091545,0,0.002508467,4.21E-05,0.435540382,0.151677946,0.105909478,0.087726263,0.185153411,0.784558618,1.204432727,0.371539307,0.670219225,0.01256713,0.313422849,0.051415871,0.491304286,0.157636871,0.003953601,0.03497774,0.236656856,0.486484364,0.298376898,0.363505415,0.114432099,0.064773125,0.845999953,0,0.030910056,0.561256138,0.407514716,0.032894112,0.000504876,0,0.029818188,0.200435732,0.318813217,0.683022932,0.001052403,0.01322666,0.599890292,0.142217881,0.32270113,0.289339641,0.502424476,0.433357006,0.2332928,0.066720873,0.314671462,0.242945105,0.008283744,0.142718488,0.129266368,0.59500654,0.539392025,0.130205823,0,0.001199634,0.591454223,0.027469552,0.000327519,0.252238035,0.769848906,0.007421348,0.284447267,0.390638705,0.543455239,0.169372597,0,0.755568864,0.062104355,0,0.656701578,1.79E-06,0.460210566,0.773298273,0.126133021,0.213578899,0.824266461,0.000211073,0.398534672,0.062839356,0.023383754,0.141016228,0.593553909,0.559434143,0.600034185,0.311572052,3.26E-05,0.261003061,0.235655453,0.073434972,0.50189067,0.525631283,0,0.70759753,3.01E-05,0.697655542,0,0.352830839,0.028454061,0.194586612,0.416767249,0.302731326,0.060070271,0.514505446,0.516463115,0.278943646,0,0.405573969,5.59E-05,0.175915559,0.446274457,0.216364723,0.023189113,0.553648968,0,0.030822042,0.437918754,0.049626592,0.237326686,0,0.027896783,0.460892545,0.042176431,0.533014177,0.235055322,0.085268172,0.076995442,0.213312074,0.800548847,0,0.214165614,0.71604961,0.561842597,0.350244858,0.20891352,0.015118575,0.242634477,0.722213488,0.191786744,0.111325634,0,0.441335364,0.804665739,0.419274624,0.600904919,0,0,0.344225165,0.158478611,0.169919079,0.005608276,0.763268742,0.746238247,1.194170616,1.230435149,0.170694801,0.00267055,0.020685119,0.623439851,0.007016801,0.001036566,0.031140421,0,0.098279112,0.845345963,0.075261874,0.056234765,0.799618244,0.000101613,0.451678098,0.071696687,0.004070481,0.58079881,0.269897761,0.987566227,0.11400163,0.343628338,0.54858422,0.000834061,0.047618543,0.013212416,0,0.01263323,0.011533103,0.126395329,0,0,0.30196771,0.463868644,0.00458064,0.026842322,1.150495932,0.00010813,0.48335986,1.073995436,0,0.001533506,1.24E-05,1.275804192,0.619107848,0.922221962,0.068995396,0.043939156,0,0.240684173,0.07339242,0.236854251,0.070489798,0.048033091,0.004352826,0.02931016,0.001889981,0.410490435,0.288497918,0.479658137,0,0.013912471,0.162711795,0,0.000941885,0.005806751,0.000108404,0.037369322,0.269015634,0.017559779,0.166290617,0.005779322,0.729251353,0.289943859,0.922784612,0.099552466,0.13330925,0,0.083374841,0.005678193,0.183182351,0.420092757,0.411074445,0.558645589,0.094666939,0.365310252,0,0.831790174,0.797690164,0.079487579,0,0.000379622,0.602234058,0.575962422,0.007683925,0.029164714,0.062608236,0.005386902,0.748808469,0.571689923,0.027936621,0.618929669,0.65303263,0.279738849,0,0.31580867,0.007762867,0,0.17822157,0.821351407,0.090274864,0.003666435,0.497745616,0.207997098,0.047890437,0.001782913,0.066613638,0.516385912,0.084376792,0.045059812,0.343628338,0,0.840295783,0.009290429,1.077510466,0.323661485,0.667821776,0.022054464,0.009931019,0.378361016,0.324382561,0.540399111,0.078462662,0.007238541,0.96428859,0.185153411,0.952864679,0.536862766,1.03645289,1.074394192,0.567896039,0.112950316,0.407458101,0.746240924,0.181627533,0.659825104,0.358031598,0.065185509,0,0,0.699581377,0.405865055,0.067595183,0.700401613,0.111801339,0.506164058,0.043720598,0.513081824,0.347275325,0.060603671,0.218275062,0,0.026213385,9.96E-05,0.813431119,0.649396997,0.054101635,1.02832143,1.104388876,0.221926934,0.707186799,0,0.422140758,0.379564111,0,0.174887743,0,0.001732127,0.093486131,0.35808534,0.001712886,0.234222843,0.155992189,0.010120471,0.59020349,0.636014935,0.250950155,0.289840479,0.175618152,0.405630691,0.107025207,0.068111221,0.190699959,0.340128714,0.643907562,0,1.12700737,0.680291849,0.767334983,0.053199253,0.259651192,0.422850157,0.434429098,0.500241555
AJA,0.673897317,0.346195866,1.326102188,0.356533544,0.111484517,0.334711575,0,0.247199694,0.035784415,0.147138154,0,0.046374915,0.103568633,0.114240799,0.067065036,0.35708446,0.007512588,0.036325582,0.001800372,0.08066035,0.289458093,0.407983152,0.067378926,0.007875122,0.454587101,0.241858424,0.014155559,0.015582695,0,0.029730199,0.222605235,0.15984957,0.119946391,0.100630077,0.038187579,0.153077666,0,0.036869043,0.565450651,0.450957544,0.46059167,0.022019021,0.299215278,0.316738075,0.248304228,0.025384898,0.436107936,0.013306493,0.325548812,0.220301437,0.004137422,0.003210327,0.036605893,0.07696188,0.066906723,0.011661459,0.429465082,0.142721171,0.082750836,0.070762633,0.001139168,0.013015076,0.005993721,0.112336624,0.021593123,0.501939408,0,0.464554294,0.162834072,0.138455766,0.002361622,0.10434532,0.125282439,0.351392459,0.01041137,0.009248984,0.149402854,0.450027171,0.195625784,0.011889423,0.097996959,0.404187826,0.001478132,0,0.480699058,5.53E-05,0.021746027,0.133814073,0,0.190949617,0,0.037459167,0.19421267,0.011202607,0.144078814,0.110129305,0.724702025,0.650140426,0.023478677,0.177845705,0.004758597,0,0.041714539,0.052246374,0.053491531,0.003883303,0.164217214,0,0.002654402,0.012923793,0.158809081,0.147821467,0.088993237,0.34033585,0.013382412,0.027001408,0.094277832,4.99E-06,0.200665122,0.011133813,0.682561528,0.001360637,2.44E-05,0.00239485,0.028776735,0.003679688,0.123755885,0.089310556,0.005699616,0.141861493,0.546837519,0.058967757,0.381470331,0.433234898,0.000830653,0.105375732,0,0.375073125,0.008911445,0.005157796,0.087399161,0,0.001009078,0,0.314170919,0,0.00097035,8.86E-06,0.075802508,0.06738095,0.000494064,0.149971426,0.404187826,0.600201195,0.172934081,0.277972864,0.108958355,0.001104495,0.046623059,0.023069374,0.525121182,0.123489004,0.071860584,0.007960078,0.393415786,0.735087605,0.021507819,0.415365091,0.191910242,0.163539898,0.426499946,0,0.184132039,0.416017546,0.161417961,0.009799896,0.006410199,0,0.007156653,0.537762531,0.490937556,0.556630066,0.000130142,0.00940735,0.69270723,0.158753889,0.089826879,0.226395863,0.524807026,0.329018559,0.293526698,0.008977186,0.471023188,0.421597633,0.010715232,0.050441739,0.050912118,0.218071787,0.633807793,0.08910831,0.006177483,0.084938631,0.119334078,0.008577336,0,0.143832283,0.340874861,0,0.49079481,0.227565066,0.301313721,0.042262682,0,0.647630882,0.033383558,0,0.076814608,0,0.195128691,0.483276735,0.527879023,0.13646838,0.5485959,0.002194287,0.146293127,0.025555842,0.004500334,0.077451043,0.512966955,0.611680663,0.573691405,0.151527111,3.46E-05,0.026017518,0.060009123,0.016208315,0.043768279,0.487713306,0,0.243108152,0.009324756,0.108408196,0,0.072421219,0.007281013,0.110186545,0.14059468,0.212197708,0.026466444,0.177947996,0.19978444,0.342208646,0,0.542674008,0.000874308,0.115530707,0.292488123,0.235623506,0.008989484,0.421005387,0,0.002523733,0.270911058,0.148744861,0.152594409,0,0,0.519176311,0.000522319,0.227527855,0.492542413,0.031302914,0.017124207,0.485203647,0.606850447,0,0.18446888,0.377174188,0.648192659,0.17234616,0.241649739,0.004941724,0.27148805,0.362002682,0.161477788,0.085662874,0.025535558,0.33414121,0.312575689,0.103424285,0.537435088,0,0,0.082476199,0.462967078,0.043652459,0.095177875,0.530953032,0.571700475,0.378197033,0.294486118,0.254095894,0.042942291,0.002644595,0.316947463,0.017059877,0.003137631,0.013655746,0,0.086231876,0.190174897,0.01699294,0.223235436,0.51608882,0.001364391,0.379952999,0.459636374,0.003388894,0.685907294,0.033988068,0.377065812,0.068335152,0.121489656,0.165255553,0.056661271,0.010825519,0.003119049,0,0.095637541,0.00134123,0.280734512,0,0,0.025777645,0.177312184,0.000875516,0.00626969,0.376317653,0.143944885,0.463045855,0.401151738,0,0.08737481,9.18E-06,0.269999767,0.327639967,0.424195575,0.012108457,0.260327806,0,0.149846912,0.243016321,0.152910858,0.05100619,0.128902234,0.010558867,0.005332182,0.052601893,0.437872685,0.057850351,0.293723704,0,0.213210662,0.063611627,1.57E-05,0.000689626,0.001913698,0.08949455,0.006616328,0.273337697,0.006477552,0.027920448,0,0.401024614,0.371165595,0.400040714,0.100132587,0.060293271,0,0.004988801,0.000808309,0.127665024,0.335997845,0.534122228,0.439202343,0.059434534,0.30475171,0.012338189,0.188300044,0.159163101,0.031374917,0,0.000151202,0.097311588,0.531232415,0.096752926,0.005700116,0.207700871,0.167363894,0.156418453,0.362486757,0.014775111,0.0913371,0.054536247,0.347709586,0,0.204748563,0.000498145,0,0.155536913,0.551533035,0.033243902,0.000168743,0.389595762,0.030450522,0.013090777,0,0.028711698,0.536342394,0.035380631,0.011997807,0.121489656,0,0.392666321,0.001203029,0.187295953,0.210389802,0.299904957,0.007498431,0,0.25949077,0.257299598,0.572089967,0.048349729,0,0.555928479,0.404187826,0.174595402,0.650942877,0.141858517,0.186433233,0.449116058,0.040176417,0.383598692,0.167317916,0.101088484,0.382599404,0.573134734,0.264347085,0,0,0.359110285,0.027713195,0.021721067,0.172374332,0.034277521,0.300820063,0.008737119,0.554209518,0.094465811,0.012276764,0.256549518,0.007670826,0.006463472,0.141810298,0.531376831,0.627565929,0.023870428,0.37711509,0.458487412,0.123494584,0.40221357,0,0.223651213,0.039560515,0,0.11007217,0.030037326,0.07937327,0.151804836,0.296865822,0.038920824,0.16613647,0.034207157,0.000481029,0.441047424,0.658991841,0.483122109,0.066745953,0.473862732,0.098467912,0.061770439,0.020054761,0.052049622,0.244117075,0.53754229,0.002751272,0.275483708,0.497120827,0.373942574,0.015059692,0.08512194,0.074117382,0.622656797,0.713211535
ALA,0.703964632,1.300838889,0.356533544,1.397526116,0.59207133,0.928818217,0.004327429,0.244726466,0.128129158,0.445409565,0,0.15187941,0.498722246,0.200357157,0.337049726,0.470847205,0.040633217,0.033614583,0.045855624,0.005392728,0.467939159,0.627233911,0,0.031977775,0.195431455,0.355571669,0.056635524,0,0,5.85E-05,0.278477594,0.759746379,0.498142504,0.004066706,0.564110847,0.276485059,0,0.064882236,0.77032028,0.271145651,0.646397877,0.053783258,0.817689079,0.999476697,0.268896423,0.009905856,0.449676267,0,0.332791751,0.545831327,0.006385403,0.024347648,0,0.14745766,0.004850647,0.070517799,0.75553888,0.171806421,0.005458767,0.000256652,0.009636928,0.059276728,0.056743606,0.200194156,0.014379016,0.763256033,0,0.066892247,0.785025912,0.297481678,0.00207326,0.581817747,0.003382679,0.319788402,0.07293183,0.003873937,0.115525866,0.65952655,0.286808881,0.007750199,0.381565964,0.18435388,0.004334441,0,0.882761308,0.000621856,0,0.186644857,0,0.079577831,0,0.232850786,0.455538888,0.030372899,0.233932703,0.705631304,0.462209541,0.821122721,0.005767796,0.531133788,0.016445163,0,0.174794095,0.095085425,0.480965356,0.013912862,0.29795037,0.001158855,0.015323322,0.000137441,0.273413483,0.110313946,0.439153317,0.409138562,0.002850535,0.052281193,0.000275152,0,1.036641528,0.047900525,0.653286755,0.01082415,0,0.048999031,0.068450364,0.008111631,0.515029515,0.011260847,0.002235167,0.671546366,0.342473847,0.349011158,0.400735846,0.550177259,0.014263632,0.573191509,0,0.431302209,0.002392577,0.000150182,0.144249947,0,5.50E-05,0,0.306668463,0,0.002317576,0.000156383,0.445274118,0.1730777,0.097538602,0.104793404,0.18435388,0.778784006,1.048459906,0.368060073,0.616983329,0.015101324,0.356818123,0.056554412,0.506661628,0.178219513,0.012181072,0.037458693,0.231767813,0.530408207,0.324764757,0.364749716,0.100429299,0.065752143,0.877727984,0,0.043470821,0.577321275,0.40437809,0.037302978,0.000453017,0,0.034573259,0.226693762,0.346003469,0.687468192,0.001341411,0.014824588,0.599368519,0.140085336,0.367303966,0.302289776,0.515930851,0.435313495,0.223384876,0.071807665,0.352007823,0.244478248,0.009331245,0.151398295,0.138998226,0.551521329,0.531591591,0.129666179,0,0.002931197,0.60052273,0.02707287,0.000570337,0.252895578,0.735012816,0.005574783,0.290856896,0.386016655,0.541400897,0.134469065,0,0.7192921,0.067244793,0,0.646482105,3.83E-05,0.407684184,0.771158825,0.139527363,0.192097859,0.828134163,0.000197017,0.347639138,0.067905283,0.027658268,0.139376315,0.586605205,0.569826527,0.571580477,0.313292808,2.51E-05,0.26025469,0.245432606,0.077465105,0.522056616,0.536790624,0,0.731728787,0.000888049,0.734286896,0,0.303542426,0.032870958,0.203272958,0.418060998,0.264518648,0.065133535,0.471073762,0.492905222,0.284763742,0,0.383002051,4.86E-05,0.179472775,0.431185305,0.209178789,0.025067588,0.571829405,0,0.037081543,0.432763918,0.051131778,0.250693163,0,0.029535116,0.459588273,0.037682045,0.461218962,0.245709273,0.087853705,0.075062412,0.212077351,0.785292501,0,0.203487089,0.72356131,0.562551857,0.316497252,0.20062086,0.0174947,0.243012705,0.712611063,0.154607598,0.109539876,0,0.479439022,0.812029544,0.455527595,0.593433794,0,0,0.353103851,0.169239444,0.125147649,0.009002613,0.75395671,0.736413937,1.15528492,1.168985544,0.167091947,0.010594726,0.022448139,0.572134994,0.00688768,0.001159924,0.035940228,0,0.094576018,0.819074178,0.08060865,0.052336952,0.77730853,0.000198564,0.441919411,0.082870812,0.003609314,0.61722917,0.281422868,0.923539529,0.109108653,0.359002165,0.580943057,0.002199384,0.052030798,0.013840728,0,0.011039256,0.014037855,0.131640536,0,0,0.217193814,0.461762536,0.004957443,0.030451056,1.137096155,0.00028731,0.468553887,1.01138456,0,0.003024083,6.25E-05,1.169141793,0.631764655,0.921703597,0.071297362,0.049898094,0,0.2268282,0.066307303,0.242399368,0.071856455,0.046443721,0.004689058,0.0343158,0.007708626,0.41547729,0.298897374,0.471006991,0,0.01712824,0.18176717,0,0.000904943,0.006998182,0.000249099,0.040126294,0.293952631,0.014460244,0.176069849,0.004650471,0.661181971,0.286366597,0.885095888,0.088259225,0.113391925,0,0.07398445,0.007678567,0.174755886,0.459269756,0.43519941,0.537350855,0.105475471,0.361909666,0,0.83849401,0.801151201,0.077261217,0,0.000410365,0.619586523,0.573819053,0.016697291,0.032340652,0.0528284,0.004893341,0.702902634,0.587127547,0.027789662,0.59465271,0.588462772,0.286219031,2.70E-05,0.314875877,0.009485307,0,0.1794633,0.814322121,0.088551986,0.00440026,0.480074181,0.15880026,0.046086892,0.00122098,0.071993325,0.533790125,0.086475306,0.04641604,0.359002165,0,0.866865202,0.011365097,0.95407607,0.338196128,0.603719825,0.025399393,0.007475455,0.381356372,0.336875412,0.554620989,0.079302059,0.005577763,0.942904988,0.18435388,0.933109077,0.503847416,0.993838814,0.95947754,0.533264761,0.111914251,0.389087952,0.713725848,0.17812869,0.627669792,0.3788689,0.072128229,0,0,0.646519509,0.376036331,0.06767436,0.679226832,0.11724404,0.504372454,0.046747187,0.550360502,0.402589381,0.067440206,0.233279832,0,0.026228392,0.000228305,0.782951276,0.646720447,0.058803998,1.057849096,1.114844134,0.218511029,0.673570789,0,0.434816665,0.397264334,0,0.172716998,0,0.002992841,0.116910058,0.319700947,0.001636134,0.203079515,0.173736164,0.012597562,0.603628378,0.607694566,0.262902508,0.294453501,0.184738216,0.401411826,0.109018587,0.068565111,0.19604599,0.309254163,0.62472862,0,1.0742924,0.665037363,0.767331223,0.057167897,0.255967914,0.407785477,0.442910948,0.49660347
